Country,Longitude,Latitude,Average_Tone
Afghanistan,65.0,33.0,-2.0
Afghanistan,69.9204,33.3395,-2.0
Algeria,3.0,28.0,-3.0
Algeria,5.83333,23.1667,1.0
Argentina,-64.1833,-31.4,-5.0
Armenia,45.0,40.0,0.0
Australia,115.8,-31.75,2.0
Australia,115.833,-31.9333,-3.0
Australia,121.991,-33.8323,1.0
Australia,138.572,-35.0284,5.0
Australia,138.6,-34.9333,0.0
Australia,139.479,-35.9569,2.0
Australia,140.838,-17.4888,-1.0
Australia,142.467,-10.7167,0.0
Australia,142.488,-38.3818,0.0
Australia,142.7,-37.0667,-3.0
Australia,142.983,-37.85,-3.0
Australia,144.967,-37.8167,0.0
Australia,145.94,-41.68,2.0
Australia,146.25,-22.0667,-2.0
Australia,146.8,-38.15,0.0
Australia,148.967,-21.6333,-6.0
Australia,149.217,-35.2833,0.0
Australia,150.417,-33.95,-2.0
Australia,150.5,-31.5,-1.0
Australia,151.067,-32.45,0.0
Australia,151.15,-33.8833,0.0
Australia,151.16,-23.6222,-4.0
Australia,151.16,-33.8485,0.0
Australia,151.217,-33.8833,-1.0
Australia,151.318,-33.6318,0.0
Australia,151.954,-27.5606,2.0
Australia,152.961,-26.8588,0.0
Australia,153.217,-27.75,-1.0
Bahrain,50.55,26.0,1.0
Belarus,30.2049,55.1904,5.0
Belgium,4.33333,50.8333,1.0
Belgium,4.91544,51.0905,-1.0
Belgium,5.69636,50.9674,-4.0
Belize,-88.7667,17.25,-2.0
Bhutan,90.5,27.5,3.0
Brazil,-38.15,-5.71667,-4.0
Brazil,-43.2333,-22.9,-3.0
Brazil,-44.2667,-2.51667,-5.0
Brazil,-45.8833,-23.1833,3.0
Brazil,-55.0,-10.0,0.0
Brazil,-60.0253,-3.11333,-6.0
Cambodia,103.013,11.3336,-6.0
Cambodia,104.181,10.6104,-4.0
Cambodia,104.917,11.55,0.0
Cambodia,105.0,13.75,-3.0
Cameroon,10.0,6.01667,-4.0
Cameroon,12.0,6.0,0.0
Canada,-110.683,50.0333,-2.0
Canada,-111.383,56.7333,0.0
Canada,-113.317,53.5167,-1.0
Canada,-114.083,51.0833,0.0
Canada,-114.767,47.75,6.0
Canada,-119.483,49.9,-2.0
Canada,-121.0,66.0,2.0
Canada,-121.917,53.9167,-1.0
Canada,-122.917,49.2167,-5.0
Canada,-123.15,49.7,2.0
Canada,-139.417,64.0667,0.0
Canada,-67.7167,46.8,0.0
Canada,-72.0,47.5,-1.0
Canada,-78.0,43.6667,-5.0
Canada,-79.5667,43.7,0.0
Canada,-80.0,43.8667,2.0
Canada,-84.0,74.25,3.0
Canada,-85.0,45.0,-2.0
Chad,19.0,15.0,-1.0
China,100.033,23.9,-1.0
China,105.48,35.1221,0.0
China,109.931,21.2562,-3.0
China,116.388,39.9289,0.0
China,116.492,28.8401,-4.0
China,123.0,46.95,-2.0
China,84.0833,33.3667,0.0
China,89.25,29.1667,2.0
China,97.2333,31.1667,-3.0
Colombia,-72.0,4.0,-3.0
Colombia,-74.199,11.2408,-3.0
Congo,15.0,-1.0,0.0
Congo,15.2847,-4.25917,-2.0
CostaRica,-83.3053,8.53627,3.0
Croatia,15.3181,44.5639,0.0
Cuba,-83.4833,22.4167,0.0
Cyprus,33.0,35.0,0.0
CzechRepublic,14.1303,50.5384,-3.0
CzechRepublic,14.3483,49.193,-2.0
DemocraticRepublicoftheCongo,15.315,-4.32972,-6.0
DemocraticRepublicoftheCongo,23.25,-6.26667,-5.0
Denmark,10.0,56.0,-2.0
Ecuador,-77.5,-2.0,0.0
Ecuador,-78.6,-0.55,-3.0
ElSalvador,-89.0,14.05,-4.0
Fiji,177.517,-18.1833,2.0
France,-0.066667,44.9833,1.0
France,1.24534,46.6273,-3.0
France,4.62754,48.9105,3.0
Gambia,-16.5775,13.4531,-2.0
Germany,13.0,47.6333,-3.0
Germany,13.3667,52.5167,-4.0
Germany,14.15,50.9167,0.0
Germany,14.55,52.35,3.0
Germany,6.41667,50.4333,-1.0
Germany,9.0,51.0,-1.0
Greece,23.7333,37.9833,-3.0
Grenada,-61.6667,12.1167,4.0
Haiti,-72.2869,18.4506,0.0
Honduras,-84.6833,15.8833,-2.0
HongKong,114.25,22.1667,1.0
Hungary,20.0,47.0,0.0
Iceland,-21.0,63.9333,2.0
Iceland,-21.95,64.15,3.0
India,65.0,20.0,-5.0
India,70.4667,21.5167,-5.0
India,70.9,26.4667,-3.0
India,71.25,26.1833,0.0
India,72.6167,23.0333,0.0
India,72.6833,23.2167,-4.0
India,72.9,19.0833,1.0
India,72.9,20.9667,-2.0
India,73.1,18.9833,-3.0
India,73.75,15.5333,0.0
India,73.8667,18.5333,-1.0
India,73.9167,15.2667,-6.0
India,74.0833,17.9,-1.0
India,74.75,13.35,0.0
India,74.8667,32.7333,0.0
India,75.0,17.4833,0.0
India,75.7833,12.9667,-2.0
India,76.0,13.5,-1.0
India,76.0333,28.7167,-2.0
India,76.2167,10.5167,-2.0
India,76.6333,11.6667,-1.0
India,76.6667,33.9167,-2.0
India,77.0,20.0,0.0
India,77.35,11.1,2.0
India,77.7333,11.35,-1.0
India,78.5,23.5,0.0
India,79.0333,23.5,0.0
India,79.25,30.25,0.0
India,79.3583,27.0529,-4.0
India,79.5,18.0,-1.0
India,80.2467,13.0156,0.0
India,80.75,27.25,2.0
India,81.1,16.7,-3.0
India,81.75,21.5,-4.0
India,83.7167,20.6167,-3.0
India,88.3697,22.5697,0.0
Indonesia,110.5,0.0,-3.0
Iran,56.5,27.75,-5.0
Ireland,-7.95,53.4333,-4.0
Ireland,-8.26028,52.7497,0.0
Ireland,-9.91667,53.4,-4.0
Israel,34.7667,32.0667,1.0
Israel,35.2333,31.7667,-2.0
Israel,35.5928,32.8072,1.0
Italy,12.8333,42.8333,0.0
Jamaica,-76.2106,17.9127,-2.0
Jamaica,-77.8333,17.0,-3.0
Japan,127.773,26.2872,-4.0
Japan,128.032,26.523,0.0
Japan,135.167,34.6833,0.0
Japan,141.3,38.4167,-1.0
Kenya,35.2699,0.520356,-7.0
Kenya,36.8167,-1.28333,-2.0
Kenya,36.8333,-1.23333,0.0
Kenya,36.85,-1.28333,1.0
Kenya,37.5965,-2.15648,0.0
Kenya,37.6463,0.608963,-1.0
Kenya,39.6799,-4.06253,0.0
Kenya,39.6981,-4.05291,1.0
Laos,105.0,18.0,-2.0
Latvia,24.1,56.95,-1.0
Lebanon,36.0797,34.5428,-3.0
Liberia,-9.5,6.5,1.0
Malawi,33.7833,-13.9833,-4.0
Malaysia,102.401,4.3831,-1.0
Maldives,72.9667,3.78333,6.0
Malta,14.3853,35.9056,-3.0
Malta,14.5147,35.8997,1.0
Mexico,-102.0,23.0,-1.0
Mexico,-106.483,31.7333,0.0
Mongolia,106.917,47.9167,0.0
Morocco,-5.0,32.0,-5.0
Mozambique,34.0728,-18.6756,0.0
Myanmar,95.9833,21.8667,1.0
Namibia,15.6833,-17.7833,0.0
Namibia,22.5667,-17.8,-6.0
Nepal,84.0,28.0,-1.0
Netherlands,4.91667,52.35,-1.0
NewZealand,-176.217,-44.2333,-5.0
NewZealand,-177.917,-29.2667,6.0
NewZealand,169.5,-45.25,6.0
NewZealand,172.617,-41.7667,0.0
NewZealand,172.833,-40.6667,2.0
NewZealand,172.867,-40.5167,2.0
NewZealand,174.783,-41.3,0.0
NewZealand,174.794,-36.5067,-1.0
NewZealand,175.333,-40.3333,1.0
NewZealand,175.467,-41.2167,2.0
Niger,8.0,16.0,-5.0
Nigeria,12.3167,9.38333,-4.0
Nigeria,3.39194,6.45444,-5.0
Nigeria,3.39583,6.45306,-3.0
Nigeria,6.63333,12.55,0.0
Nigeria,6.83333,4.75,3.0
Nigeria,8.829,5.6088,0.0
Norway,10.75,59.9167,-1.0
Oceans,35.0,43.0,-3.0
Oman,57.5,23.1667,1.0
Pakistan,69.1937,25.386,-2.0
Pakistan,70.0,30.0,-1.0
Pakistan,72.2407,33.8928,1.0
Pakistan,73.9042,32.6577,0.0
Pakistan,74.3436,31.5497,-1.0
Palau,134.5,7.5,0.0
Panama,-79.9167,9.33333,-2.0
Panama,-80.0,9.0,-1.0
PapuaNewGuinea,150.454,-10.3076,0.0
PapuaNewGuinea,152.5,-10.0,1.0
Peru,-75.4172,-11.7899,-4.0
Peru,-77.05,-12.05,-2.0
Philippines,120.36,16.0111,5.0
Philippines,120.483,13.4333,0.0
Philippines,120.567,15.3333,0.0
Philippines,120.982,14.6042,-1.0
Philippines,121.083,14.5833,3.0
Philippines,121.141,13.8055,1.0
Philippines,122.0,13.0,2.0
Philippines,122.361,11.0569,2.0
Philippines,124.882,7.21212,-5.0
Poland,18.68,53.2304,0.0
Russia,41.4433,52.7317,-6.0
Russia,53.0431,67.6418,0.0
Russia,53.5667,58.0167,-1.0
Rwanda,29.9336,-1.4746,0.0
SaoTomeandPrincipe,6.73333,0.333333,-5.0
SaudiArabia,45.0,25.0,-1.0
Serbia,21.6714,43.0028,0.0
Seychelles,55.6667,-4.5833,4.0
Somalia,45.3667,2.06667,-6.0
SouthAfrica,18.4608,-33.958,-1.0
SouthAfrica,18.8668,-33.9346,0.0
SouthAfrica,27.9667,-26.05,-4.0
SouthAfrica,31.5,-23.8333,-2.0
SouthAfrica,31.534,-27.8818,-4.0
SouthAfrica,31.5857,-24.9895,-5.0
SouthAfrica,32.1694,-28.4901,3.0
SouthKorea,127.5,37.0,0.0
Spain,-15.5,28.0,2.0
Spain,-2.56335,39.7775,-2.0
Spain,-3.68333,40.4,-3.0
Spain,-4.0,40.0,0.0
SriLanka,79.7947,7.6126,-4.0
SriLanka,79.8855,6.7857,0.0
SriLanka,80.6383,7.2933,-3.0
Sudan,30.0,15.0,-2.0
Suriname,-55.1667,5.83333,0.0
Svalbard,11.6333,79.85,0.0
Sweden,18.05,59.3333,1.0
Switzerland,6.54199,46.4443,1.0
Switzerland,7.46667,46.9167,0.0
Syria,38.0,35.0,-2.0
Taiwan,121.502,25.2585,1.0
Tanzania,35.0,-6.0,0.0
Tanzania,36.0,-2.41667,0.0
Tanzania,36.5241,-7.42539,0.0
Tanzania,36.6833,-3.36667,-2.0
Tanzania,36.9152,-7.79199,2.0
Thailand,101.167,13.9167,-2.0
Thailand,98.3833,7.83333,-2.0
TrinidadandTobago,-61.2799,10.0905,0.0
TrinidadandTobago,-61.6824,10.1782,0.0
Turkey,32.8611,39.9567,-1.0
Turkey,35.3289,37.0017,-4.0
Turkey,35.6592,38.7918,-8.0
Turkey,40.2189,37.9158,2.0
Turkey,41.8194,41.1822,0.0
Tuvalu,178.0,-8.0,-6.0
Uganda,32.9703,1.89833,0.0
Ukraine,30.7386,46.4639,5.0
Ukraine,34.1108,44.9572,-2.0
UnitedKingdom,-0.15,50.8333,-1.0
UnitedKingdom,-0.183333,51.1667,0.0
UnitedKingdom,-0.4,51.25,4.0
UnitedKingdom,-0.416667,51.0,3.0
UnitedKingdom,-0.466667,52.4833,2.0
UnitedKingdom,-2.45,50.5667,-6.0
UnitedKingdom,-2.5,55.0,-1.0
UnitedKingdom,-2.56667,50.6333,-6.0
UnitedKingdom,-2.9,55.5167,1.0
UnitedKingdom,-3.16667,54.5,-1.0
UnitedKingdom,-4.4,56.8,-2.0
UnitedKingdom,-5.5,55.9333,2.0
UnitedKingdom,-6.66667,54.35,-6.0
UnitedStates,-100.462,46.9583,1.0
UnitedStates,-101.032,32.7298,-5.0
UnitedStates,-101.292,39.4167,6.0
UnitedStates,-101.831,35.222,3.0
UnitedStates,-103.347,34.1773,3.0
UnitedStates,-104.951,39.7495,2.0
UnitedStates,-105.232,39.8911,-4.0
UnitedStates,-105.271,40.015,1.0
UnitedStates,-105.339,45.2908,-1.0
UnitedStates,-105.544,36.4386,-2.0
UnitedStates,-105.573,36.4072,0.0
UnitedStates,-105.851,37.725,-2.0
UnitedStates,-106.035,42.8725,0.0
UnitedStates,-106.367,35.8834,1.0
UnitedStates,-106.551,35.9,1.0
UnitedStates,-106.556,32.3262,-2.0
UnitedStates,-107.06,42.5069,3.0
UnitedStates,-107.209,42.7475,0.0
UnitedStates,-107.317,40.88,2.0
UnitedStates,-107.486,47.1008,0.0
UnitedStates,-108.384,32.7834,-3.0
UnitedStates,-108.551,39.0639,-2.0
UnitedStates,-108.987,40.5205,-1.0
UnitedStates,-109.343,37.8714,-1.0
UnitedStates,-109.868,37.63,1.0
UnitedStates,-109.883,32.7434,-1.0
UnitedStates,-110.453,33.3453,3.0
UnitedStates,-110.528,37.2261,-4.0
UnitedStates,-111.105,38.0258,-2.0
UnitedStates,-111.402,48.9308,0.0
UnitedStates,-111.658,35.19,1.0
UnitedStates,-112.139,36.0544,0.0
UnitedStates,-112.501,33.5,-1.0
UnitedStates,-112.653,39.2869,-1.0
UnitedStates,-114.045,41.6596,2.0
UnitedStates,-114.921,47.7538,1.0
UnitedStates,-115.311,35.3405,0.0
UnitedStates,-115.763,40.8324,3.0
UnitedStates,-116.313,34.1347,-4.0
UnitedStates,-116.78,47.6777,4.0
UnitedStates,-117.122,38.4199,0.0
UnitedStates,-117.152,32.7367,0.0
UnitedStates,-117.231,33.9375,-2.0
UnitedStates,-117.381,34.405,1.0
UnitedStates,-117.707,34.1023,-3.0
UnitedStates,-117.712,34.0972,0.0
UnitedStates,-117.768,33.7,-2.0
UnitedStates,-117.834,48.4332,0.0
UnitedStates,-118.068,47.9696,2.0
UnitedStates,-118.327,34.0983,0.0
UnitedStates,-118.36,34.1819,-4.0
UnitedStates,-118.367,35.6369,-1.0
UnitedStates,-118.37,34.2175,-1.0
UnitedStates,-118.377,37.3735,-3.0
UnitedStates,-118.491,34.0195,0.0
UnitedStates,-118.526,34.2747,-3.0
UnitedStates,-119.001,44.5002,1.0
UnitedStates,-119.247,36.7402,-4.0
UnitedStates,-119.318,37.1041,-2.0
UnitedStates,-119.746,36.17,0.0
UnitedStates,-119.814,39.5296,-2.0
UnitedStates,-119.956,39.0021,-1.0
UnitedStates,-120.499,38.0124,-2.0
UnitedStates,-120.501,47.5001,0.0
UnitedStates,-120.545,34.559,-2.0
UnitedStates,-120.857,35.2122,-4.0
UnitedStates,-121.021,39.4346,-4.0
UnitedStates,-121.287,37.9528,-2.0
UnitedStates,-121.508,38.5974,-4.0
UnitedStates,-121.538,36.8452,1.0
UnitedStates,-121.901,36.8,-1.0
UnitedStates,-122.127,44.5672,0.0
UnitedStates,-122.182,37.4538,-1.0
UnitedStates,-122.204,47.8601,4.0
UnitedStates,-122.244,38.0699,1.0
UnitedStates,-122.271,37.8044,-3.0
UnitedStates,-122.285,37.8313,-3.0
UnitedStates,-122.302,38.3144,-2.0
UnitedStates,-122.35,47.6688,1.0
UnitedStates,-122.353,47.6137,0.0
UnitedStates,-122.418,45.5001,-1.0
UnitedStates,-122.435,47.8332,-2.0
UnitedStates,-122.919,38.0119,4.0
UnitedStates,-123.035,41.779,-1.0
UnitedStates,-123.035,44.9429,0.0
UnitedStates,-123.115,44.9182,-4.0
UnitedStates,-123.168,43.3332,-1.0
UnitedStates,-123.468,43.3654,0.0
UnitedStates,-123.883,44.3816,1.0
UnitedStates,-136.329,58.2486,4.0
UnitedStates,-144.501,68.7506,-1.0
UnitedStates,-152.0,69.0,-2.0
UnitedStates,-157.156,21.2,3.0
UnitedStates,-157.17,64.8003,4.0
UnitedStates,-157.531,21.1098,-1.0
UnitedStates,-159.808,57.3264,0.0
UnitedStates,-69.3977,44.6074,0.0
UnitedStates,-70.2995,41.6357,-3.0
UnitedStates,-70.7259,42.1959,-1.0
UnitedStates,-70.8328,41.8334,0.0
UnitedStates,-71.0678,42.3587,0.0
UnitedStates,-71.1037,42.334,-4.0
UnitedStates,-71.3584,42.4651,2.0
UnitedStates,-71.3826,41.8787,1.0
UnitedStates,-71.5314,42.2373,0.0
UnitedStates,-71.9851,43.414,0.0
UnitedStates,-72.4159,40.8987,3.0
UnitedStates,-72.4262,41.0648,-2.0
UnitedStates,-72.5231,42.3804,-1.0
UnitedStates,-72.5745,42.2584,-1.0
UnitedStates,-72.662,40.917,-2.0
UnitedStates,-72.7093,44.0407,0.0
UnitedStates,-72.742,41.762,-1.0
UnitedStates,-72.7595,41.5584,0.0
UnitedStates,-72.7707,40.8112,3.0
UnitedStates,-73.2121,44.4759,1.0
UnitedStates,-73.6548,43.5573,3.0
UnitedStates,-73.9924,40.3043,0.0
UnitedStates,-74.0443,40.689,3.0
UnitedStates,-74.051,40.2962,3.0
UnitedStates,-74.3393,40.5343,1.0
UnitedStates,-74.7118,40.1462,-3.0
UnitedStates,-74.7799,41.3131,2.0
UnitedStates,-74.906,38.9351,-2.0
UnitedStates,-74.9384,42.1497,0.0
UnitedStates,-75.1638,39.9523,0.0
UnitedStates,-75.7116,39.8468,2.0
UnitedStates,-75.9341,36.6565,1.0
UnitedStates,-76.2852,36.8468,0.0
UnitedStates,-76.383,38.5168,0.0
UnitedStates,-76.7902,39.0724,0.0
UnitedStates,-76.9386,38.9859,-1.0
UnitedStates,-76.9978,38.9329,1.0
UnitedStates,-77.0003,38.889,0.0
UnitedStates,-77.025,38.8862,0.0
UnitedStates,-77.0262,38.8964,-1.0
UnitedStates,-77.038,38.899,3.0
UnitedStates,-77.0726,38.9073,0.0
UnitedStates,-77.264,40.5773,0.0
UnitedStates,-78.6386,35.7721,0.0
UnitedStates,-79.0,40.2504,-2.0
UnitedStates,-79.0086,34.6182,-2.0
UnitedStates,-79.4628,34.774,0.0
UnitedStates,-79.5331,38.7001,1.0
UnitedStates,-79.7625,36.4646,-3.0
UnitedStates,-79.9665,32.7668,0.0
UnitedStates,-80.0098,40.4412,-2.0
UnitedStates,-80.0364,26.7056,-1.0
UnitedStates,-80.13,25.7907,0.0
UnitedStates,-80.2684,25.7215,0.0
UnitedStates,-80.2787,25.7195,-1.0
UnitedStates,-80.4498,26.6503,-1.0
UnitedStates,-81.2414,42.149,-1.0
UnitedStates,-81.2498,37.7501,-8.0
UnitedStates,-81.2915,28.4586,1.0
UnitedStates,-81.4893,25.8684,2.0
UnitedStates,-81.6937,33.9529,0.0
UnitedStates,-81.717,27.8333,0.0
UnitedStates,-81.7787,26.3398,-6.0
UnitedStates,-81.8854,31.6074,-3.0
UnitedStates,-82.1948,28.4625,-1.0
UnitedStates,-82.3248,29.6516,4.0
UnitedStates,-82.394,34.8526,0.0
UnitedStates,-82.719,27.5142,-5.0
UnitedStates,-82.7899,40.7337,0.0
UnitedStates,-83.0458,42.3314,0.0
UnitedStates,-83.0687,35.8631,0.0
UnitedStates,-83.6666,41.6501,1.0
UnitedStates,-83.7263,42.2709,0.0
UnitedStates,-84.06,43.3534,-5.0
UnitedStates,-84.5038,39.1381,0.0
UnitedStates,-84.6514,37.669,0.0
UnitedStates,-84.7916,29.8747,1.0
UnitedStates,-85.1311,40.0636,2.0
UnitedStates,-85.15,38.4501,2.0
UnitedStates,-85.3097,35.0456,0.0
UnitedStates,-86.7489,35.7449,1.0
UnitedStates,-86.7844,36.1659,0.0
UnitedStates,-87.3001,44.9167,-1.0
UnitedStates,-87.4989,37.3281,-3.0
UnitedStates,-87.5295,41.7328,-2.0
UnitedStates,-87.6501,41.85,0.0
UnitedStates,-88.2315,43.0117,0.0
UnitedStates,-88.2434,40.1164,-1.0
UnitedStates,-88.4668,44.4167,-2.0
UnitedStates,-88.8334,48.0004,-2.0
UnitedStates,-89.0022,40.3363,0.0
UnitedStates,-89.2534,29.1511,-1.0
UnitedStates,-89.3898,41.8314,2.0
UnitedStates,-89.5168,41.4,1.0
UnitedStates,-89.6385,44.2563,-1.0
UnitedStates,-89.6437,39.8017,1.0
UnitedStates,-89.9501,43.45,2.0
UnitedStates,-90.3502,45.6833,-3.0
UnitedStates,-90.9235,42.8853,-2.0
UnitedStates,-91.0668,38.4334,1.0
UnitedStates,-91.865,47.9017,5.0
UnitedStates,-92.2896,34.7465,-2.0
UnitedStates,-92.302,38.4623,-1.0
UnitedStates,-93.1435,44.6402,0.0
UnitedStates,-93.214,42.0046,0.0
UnitedStates,-93.4266,30.4544,-1.0
UnitedStates,-93.7669,45.45,-2.0
UnitedStates,-93.9196,45.7326,-2.0
UnitedStates,-95.3633,29.7633,-1.0
UnitedStates,-95.4669,30.3169,0.0
UnitedStates,-95.5377,29.6186,7.0
UnitedStates,-96.0008,30.0008,0.0
UnitedStates,-96.21,28.5656,-1.0
UnitedStates,-96.492,38.6611,-2.0
UnitedStates,-96.578,33.9118,1.0
UnitedStates,-96.6158,32.6715,2.0
UnitedStates,-96.7003,43.55,2.0
UnitedStates,-96.9008,32.7849,-2.0
UnitedStates,-96.9247,35.5376,0.0
Uruguay,-56.0,-33.0,0.0
VaticanCity,12.45,41.9,-2.0
Vietnam,106.283,17.6,0.0
Yemen,48.0,15.0,0.0
Zambia,28.2833,-15.4167,-1.0
Zimbabwe,31.0447,-17.8178,-3.0
Zimbabwe,32.6236,-20.1883,0.0
Angola,16.9333,-12.3833,-3.0
Angola,18.5,-12.5,-2.0
Antarctica,32.3438,-85.6221,0.0
Argentina,-63.1655,-36.2658,-5.0
Argentina,-68.479,-33.1477,0.0
Armenia,45.3298,40.3886,-3.0
Australia,116.967,-32.7667,-1.0
Australia,118.3,-21.25,0.0
Australia,122.133,-17.5,0.0
Australia,126.85,-17.2667,1.0
Australia,130.817,-22.5667,0.0
Australia,132.833,-25.4667,1.0
Australia,133.065,-14.9213,0.0
Australia,144.26,-14.18,-2.0
Australia,145.56,-42.98,-1.0
Australia,145.717,-42.5667,-2.0
Australia,146.011,-17.5758,0.0
Australia,147.2,-36.554,0.0
Australia,147.392,-41.0005,0.0
Australia,147.914,-42.5018,0.0
Australia,148.067,-19.8833,0.0
Australia,148.335,-35.9985,-1.0
Australia,149.167,-35.3333,2.0
Australia,149.333,-23.65,-3.0
Australia,150.817,-34.4333,-4.0
Australia,151.101,-33.8318,-1.0
Australia,151.251,-32.3485,1.0
Australia,151.263,-33.8747,1.0
Australia,151.283,-33.3667,-3.0
Australia,153.542,-28.1756,-1.0
Bahamas,-77.35,25.0833,2.0
Bangladesh,88.7109,25.7484,-2.0
Bangladesh,89.1354,21.8745,0.0
Belarus,28.0,53.0,-4.0
Belgium,4.0,50.8333,-3.0
Bhutan,90.9833,26.8667,-2.0
Bolivia,-68.15,-16.5,-1.0
Botswana,24.0,-22.0,0.0
Brazil,-37.55,-7.58333,-5.0
Brazil,-47.9167,-15.7833,-2.0
Brazil,-72.7833,-8.96667,-5.0
Bulgaria,25.1,42.1667,-3.0
Cambodia,104.864,11.3996,1.0
Cambodia,105.0,13.0,1.0
Canada,-101.0,39.0,-4.0
Canada,-102.25,54.5833,1.0
Canada,-106.667,52.1333,-3.0
Canada,-108.5,59.55,-4.0
Canada,-112.28,55.0378,-2.0
Canada,-114.0,50.0,-1.0
Canada,-120.233,55.7667,-4.0
Canada,-120.7,53.6167,2.0
Canada,-123.133,49.25,0.0
Canada,-123.183,49.1333,-1.0
Canada,-123.417,48.4333,-5.0
Canada,-123.467,48.8167,0.0
Canada,-125.833,49.6667,0.0
Canada,-128.7,54.0,-1.0
Canada,-129.133,53.6667,0.0
Canada,-135.3,65.8167,0.0
Canada,-56.0333,49.75,-2.0
Canada,-64.7667,46.0833,2.0
Canada,-65.5167,45.7167,1.0
Canada,-66.2667,44.3333,0.0
Canada,-73.5833,45.5,-1.0
Canada,-80.9667,46.5,0.0
Canada,-95.0,60.0,-1.0
Canada,-95.4833,52.05,2.0
Canada,-97.1667,49.8833,3.0
Canada,-97.7167,52.15,0.0
CaymanIslands,-80.6667,19.5,-2.0
Chile,-72.7,-45.4,0.0
China,105.0,35.0,0.0
China,106.075,25.8083,3.0
China,107.777,34.4599,-3.0
China,116.274,27.7481,-1.0
China,121.458,31.2222,0.0
China,128.0,48.0,2.0
China,129.608,43.6182,-2.0
China,90.0,32.0,2.0
China,92.0,33.0,-1.0
China,96.9808,37.2344,0.0
CostaRica,-82.7833,9.6,-1.0
CostaRica,-84.0,10.0,-1.0
CostaRica,-84.8388,9.97615,-2.0
CostaRica,-87.0667,5.53333,-4.0
Cuba,-80.0,21.5,1.0
Cuba,-82.3642,23.1319,0.0
Cuba,-90.0,25.0,1.0
CzechRepublic,14.4003,49.9952,-1.0
CzechRepublic,14.4667,50.0833,2.0
Denmark,8.26553,56.5005,0.0
Dominica,-61.4,15.5,-1.0
DominicanRepublic,-69.8167,19.2167,-3.0
Ecuador,-78.5,-0.216667,0.0
Ecuador,-79.9,-2.16667,-1.0
Ecuador,-80.1167,-3.68333,0.0
Finland,24.9342,60.1756,2.0
France,-3.24315,48.5671,5.0
France,4.84511,43.3329,-2.0
France,5.73333,45.6333,-1.0
Gabon,11.75,-1.0,0.0
Gambia,-16.5667,13.4667,-8.0
Germany,10.0,53.55,0.0
Germany,11.7333,48.4,-3.0
Germany,13.4,52.5167,0.0
Germany,7.1,50.7333,-2.0
Ghana,-0.216667,5.55,-2.0
Greenland,-40.0,72.0,-2.0
Guam,145.096,13.2613,0.0
Haiti,-72.4167,19.0,0.0
Honduras,-86.5,15.0,-4.0
Honduras,-87.55,13.7833,-2.0
Honduras,-89.1167,14.6,-3.0
HongKong,113.941,22.2614,-2.0
Iceland,-18.0,65.0,1.0
India,71.1833,23.0167,-7.0
India,71.6833,22.7,-7.0
India,72.8258,18.975,-1.0
India,72.85,19.5167,-6.0
India,72.8667,19.05,-2.0
India,73.7667,18.4333,-1.0
India,75.0,14.0,0.0
India,75.8333,22.7167,-11.0
India,76.3167,32.2167,-3.0
India,76.5,10.0,0.0
India,76.9167,11.5167,-2.0
India,77.2167,28.6667,-4.0
India,77.25,31.9167,1.0
India,77.4,23.2667,-1.0
India,77.4333,28.6667,-1.0
India,77.55,28.5667,-1.0
India,78.0,11.0,0.0
India,79.95,23.1667,1.0
India,80.2833,13.0833,-3.0
India,80.45,16.3,1.0
India,85.65,19.8,2.0
India,91.7333,26.1833,0.0
India,92.25,25.5,-4.0
India,93.4667,26.6,0.0
India,95.7,28.7,0.0
Indonesia,105.933,-1.71667,0.0
Indonesia,106.55,-5.6,0.0
Indonesia,107.917,-2.83333,0.0
Indonesia,110.887,-7.0357,-4.0
Indonesia,95.5312,5.3672,-6.0
Iraq,42.3772,34.1348,-3.0
Iraq,43.4877,37.0921,-3.0
Ireland,-10.5333,51.7667,-1.0
Ireland,-8.0,53.0,0.0
Israel,34.75,31.5,0.0
Italy,12.4833,41.9,-1.0
Italy,9.2,45.4667,0.0
Japan,135.95,33.5833,-3.0
Jersey,-2.12585,49.1961,0.0
Jordan,36.0,31.0,-5.0
Kazakhstan,68.0,48.0,-2.0
Kenya,34.8167,-0.65,3.0
Kenya,35.7167,-0.166667,0.0
Kenya,35.8601,-1.07829,-10.0
Kenya,36.093,-0.35703,2.0
Kenya,36.2969,-0.836398,4.0
Kenya,36.8667,-1.28333,0.0
Kenya,38.0,1.0,-1.0
Kenya,38.1494,-3.00291,-1.0
Kenya,39.2758,-3.78298,0.0
Kenya,40.0713,-3.03566,-1.0
Kuwait,47.6581,29.3375,2.0
Lebanon,35.5097,33.8719,-7.0
Lesotho,28.2568,-30.012,-1.0
Liberia,-10.8047,6.31056,0.0
Luxembourg,6.11417,49.8486,-4.0
Luxembourg,6.1667,49.75,0.0
Madagascar,47.0,-20.0,0.0
Madagascar,47.5167,-18.9167,1.0
Malaysia,100.883,4.4,0.0
Malaysia,101.7,3.16667,-1.0
Malaysia,112.5,2.5,0.0
Malaysia,116.044,5.8471,-1.0
Malta,14.455,35.9003,1.0
Mauritius,57.55,-20.2833,-5.0
Mexico,-93.7833,16.4167,-4.0
Mexico,-99.1386,19.4342,-2.0
Mexico,-99.8206,24.4458,-3.0
Micronesia,158.0,7.0,-3.0
Mongolia,105.0,46.0,0.0
Mongolia,107.0,45.7833,-3.0
